student_id,first_name,last_name,address,email_id,phone_number,semester
100644,Dominga,Mckeon,68 Dd N #1,dominga_mckeon@yahoo.com,8196271581,4
100645,Hollis,Keomuangtai,27 7th St,hollis.keomuangtai@cox.net,9059285294,3
100646,Carry,Ziller,8 Maynesboro St,carry@cox.net,5198478783,1
100647,Bong,Fears,7 State St #1,bfears@fears.org,5143081992,2
100648,Yolande,Staiano,21 N 14th St,yolande_staiano@gmail.com,6137007712,2
100649,Lottie,Hegdahl,45 W 21st St,lottie_hegdahl@aol.com,9056381034,3
100650,Jose,Kylish,93 Law Dr,jose.kylish@aol.com,5142113774,1
100651,Tuyet,Abramovitz,976 Cozycroft Ave,tuyet.abramovitz@abramovitz.com,9057907938,4
100652,Pearline,Provenzano,611 S 2nd St,pearline.provenzano@provenzano.org,9057349102,4
100653,Robt,Hankison,3780 Ronson Rd,robt_hankison@cox.net,4188748104,3
100654,Shawnee,Kesten,5 W Irving Park Rd,shawnee@yahoo.com,9022081038,3
100655,Lacresha,Quinones,48 Bernardo Cent,lacresha@hotmail.com,4502131080,2
100656,Basilia,Vinroe,45 S Wells Ave,basilia.vinroe@gmail.com,4183866120,4
100657,Aleisha,Areizaga,960 Deming Way,aareizaga@hotmail.com,4184081640,3
100658,Frank,Tryninewski,462 2nd St,ftryninewski@gmail.com,3066531772,3
100659,Ria,Steinhorst,269 Commercial Dr,ria.steinhorst@steinhorst.com,4183191374,2
100660,Carla,Kallenberger,8 Commercial Blvd #9,carla@aol.com,5196467797,2
100661,Lashanda,Skahan,739 Stockton Ave,lashanda.skahan@aol.com,5064972698,2
100662,Jarod,Catalina,60 Sunrise Ave,jcatalina@aol.com,7053692146,1
100663,Leoma,Rabago,575 Washington St,leoma.rabago@hotmail.com,2508107815,3
100664,Yasuko,Greeves,4634 Anania Dr,ygreeves@cox.net,2508916910,1
100665,Jimmie,Snelling,24 Sw Bridgeport Rd,jimmie.snelling@gmail.com,9057721416,2
100666,Titus,Dugre,419 N Dixboro Rd #8,titus.dugre@dugre.org,8199831846,4
100667,Joanne,Teoh,1 W Sierra Madre Blvd #9985,joanne@yahoo.com,9052196895,3
100668,Suzi,Groom,9 W Jackson Blvd,suzi.groom@groom.org,6047002946,1
100669,Denny,Amazan,4974 Rockburn Hill Rd #3,denny@amazan.com,6042394105,1
100670,Willie,Coughlan,8545 S Westshore Blvd,willie@aol.com,8198696389,1
100671,Antonio,Unruh,1251 E Main St #990,antonio.unruh@hotmail.com,6046247690,4
